High,Low,Open,Close,Volume,Adj Close
11205.6396484375,11105.650390625,11132.1796875,11204.2802734375,2073800,11204.2802734375
11258.009765625,11187.650390625,11205.1103515625,11205.0302734375,1919200,11205.0302734375
11218.8603515625,10973.169921875,11203.669921875,10991.990234375,2634000,10991.990234375
11078.51953125,10965.3798828125,10988.8701171875,11045.26953125,2367600,11045.26953125
11197.3203125,11041.6396484375,11045.6396484375,11167.3203125,1943100,11167.3203125
11197.9296875,10999.6904296875,11168.23046875,11008.6103515625,2551300,11008.6103515625
11177.669921875,11009.599609375,11009.599609375,11151.830078125,1780800,11151.830078125
11149.48046875,10869.25,11149.48046875,10926.76953125,2421000,10926.76953125
10946.7900390625,10814.83984375,10918.400390625,10866.830078125,2188300,10866.830078125
10879.759765625,9869.6201171875,10868.1201171875,10520.3203125,4598900,10520.3203125
10579.1201171875,10241.23046875,10519.419921875,10380.4296875,4287300,10380.4296875
10835.169921875,10386.0302734375,10386.1796875,10785.1396484375,3133500,10785.1396484375
10874.5400390625,10685.3798828125,10780.0,10748.259765625,2239500,10748.259765625
10909.080078125,10742.150390625,10742.150390625,10896.91015625,1966300,10896.91015625
10920.26953125,10771.6904296875,10896.6103515625,10782.9501953125,2014800,10782.9501953125
10780.75,10537.25,10780.6796875,10620.16015625,2565000,10620.16015625
10660.9697265625,10436.0595703125,10616.98046875,10625.830078125,2219100,10625.830078125
10718.8603515625,10482.2001953125,10625.4501953125,10510.9501953125,2463700,10510.9501953125
10522.51953125,10324.66015625,10505.7001953125,10444.3701171875,2663400,10444.3701171875
10440.2099609375,10065.3603515625,10440.2099609375,10068.009765625,3603500,10068.009765625
10198.5302734375,9918.8203125,10063.9296875,10193.3896484375,4382200,10193.3896484375
10196.41015625,10052.669921875,10193.4599609375,10066.5703125,2114300,10066.5703125
10061.66015625,9774.48046875,10061.4296875,10043.75,3169600,10043.75
10179.0302734375,9952.6796875,10045.1103515625,9974.4501953125,3160800,9974.4501953125
10264.2001953125,9971.73046875,9971.73046875,10258.990234375,2647700,10258.990234375
10258.0,10095.900390625,10258.0,10136.6298828125,2437200,10136.6298828125
10218.330078125,10013.900390625,10133.9404296875,10024.01953125,2219000,10024.01953125
10254.2197265625,10025.6103515625,10025.6103515625,10249.5400390625,2008500,10249.5400390625
10315.2099609375,10175.01953125,10250.669921875,10255.2802734375,1768700,10255.2802734375
10249.6904296875,9889.8798828125,10249.6103515625,9931.9697265625,2566000,9931.9697265625
9982.3798828125,9810.2998046875,9931.75,9816.490234375,2229400,9816.490234375
9953.66015625,9757.5498046875,9812.9404296875,9939.98046875,2596800,9939.98046875
10065.1396484375,9867.73046875,9941.5703125,9899.25,2226800,9899.25
10185.830078125,9901.669921875,9901.669921875,10172.5302734375,2217300,10172.5302734375
10215.98046875,10082.7099609375,10166.7802734375,10211.0703125,1878900,10211.0703125
10328.669921875,10186.2099609375,10211.830078125,10190.8896484375,1779200,10190.8896484375
10408.3203125,10192.400390625,10192.400390625,10404.76953125,2031700,10404.76953125
10429.0302734375,10332.599609375,10404.240234375,10409.4599609375,1657000,10409.4599609375
10441.2001953125,10319.2197265625,10409.98046875,10434.169921875,1810700,10434.169921875
10483.4404296875,10424.490234375,10435.0,10450.6396484375,3380100,10450.6396484375
10594.16015625,10395.5498046875,10452.4599609375,10442.41015625,1651900,10442.41015625
10493.5703125,10283.400390625,10441.9501953125,10293.51953125,1757500,10293.51953125
10368.0400390625,10227.240234375,10293.2998046875,10298.4404296875,1951000,10298.4404296875
10298.0595703125,10128.849609375,10297.080078125,10152.7998046875,2444400,10152.7998046875
10202.91015625,10081.080078125,10153.48046875,10143.8095703125,4345000,10143.8095703125
10201.9296875,10101.41015625,10143.0498046875,10138.51953125,1641000,10138.51953125
10135.7998046875,9811.919921875,10135.7197265625,9870.2998046875,2905000,9870.2998046875
9908.919921875,9753.83984375,9868.33984375,9774.01953125,2350900,9774.01953125
9795.48046875,9621.8896484375,9773.26953125,9732.5302734375,2628200,9732.5302734375
9770.8701171875,9614.3203125,9732.5302734375,9686.48046875,1995700,9686.48046875
9858.1298828125,9659.009765625,9686.48046875,9743.6201171875,2610200,9743.6201171875
10026.599609375,9736.7001953125,9743.6201171875,10018.2802734375,2195600,10018.2802734375
10139.8603515625,10019.259765625,10019.259765625,10138.990234375,1922100,10138.990234375
10201.76953125,10118.41015625,10138.990234375,10198.0302734375,1348100,10198.0302734375
10220.2802734375,10146.490234375,10199.240234375,10216.26953125,1314900,10216.26953125
10407.8203125,10217.5498046875,10217.5498046875,10363.01953125,1790400,10363.01953125
10400.099609375,10303.0,10370.9599609375,10366.7197265625,2085300,10366.7197265625
10379.740234375,10240.48046875,10367.099609375,10359.3095703125,2100000,10359.3095703125
10356.2001953125,10079.580078125,10356.2001953125,10097.900390625,3350600,10097.900390625
10187.2802734375,10073.6796875,10098.1201171875,10154.4296875,1769700,10154.4296875
10236.400390625,10007.759765625,10151.48046875,10229.9599609375,1944100,10229.9599609375
10265.5400390625,10065.5,10226.01953125,10120.5302734375,2039000,10120.5302734375
10363.240234375,10121.8095703125,10121.8095703125,10322.2998046875,2022200,10322.2998046875
10441.9501953125,10287.48046875,10321.16015625,10424.6201171875,2000000,10424.6201171875
10526.7900390625,10414.400390625,10424.169921875,10525.4296875,1788200,10525.4296875
10578.330078125,10494.8603515625,10525.2802734375,10537.6904296875,1805500,10537.6904296875
10548.51953125,10463.2197265625,10537.009765625,10497.8798828125,1620700,10497.8798828125
10584.990234375,10387.3896484375,10498.9404296875,10467.16015625,2021100,10467.16015625
10507.1904296875,10347.5,10465.1904296875,10465.9404296875,2081600,10465.9404296875
10692.2001953125,10468.58984375,10468.8203125,10674.3798828125,1676400,10674.3798828125
10676.9501953125,10600.9599609375,10673.919921875,10636.3798828125,1648800,10636.3798828125
10702.990234375,10627.5302734375,10630.2001953125,10680.4296875,1733600,10680.4296875
10679.75,10612.849609375,10679.669921875,10674.98046875,1396100,10674.98046875
10668.7001953125,10515.3701171875,10668.5498046875,10653.5595703125,1548700,10653.5595703125
10719.9404296875,10649.400390625,10654.6201171875,10698.75,1663300,10698.75
10700.7099609375,10551.6201171875,10696.6298828125,10644.25,2034900,10644.25
10631.900390625,10367.330078125,10631.8203125,10378.830078125,2193300,10378.830078125
10361.650390625,10268.7099609375,10361.580078125,10319.9501953125,2210300,10319.9501953125
10354.919921875,10285.4404296875,10320.330078125,10303.150390625,1516200,10303.150390625
10333.1201171875,10209.5302734375,10303.0703125,10302.009765625,1460400,10302.009765625
10480.4404296875,10297.4697265625,10297.6298828125,10405.849609375,1913400,10405.849609375
10472.2998046875,10330.01953125,10398.58984375,10415.5400390625,1685600,10415.5400390625
10411.150390625,10216.1904296875,10411.150390625,10271.2099609375,2277400,10271.2099609375
10270.98046875,10147.240234375,10270.98046875,10213.6201171875,2511500,10213.6201171875
10304.7001953125,10170.2900390625,10215.509765625,10174.41015625,1730000,10174.41015625
10173.0498046875,9991.1796875,10173.0498046875,10040.4501953125,2236800,10040.4501953125
10097.400390625,9937.98046875,10040.150390625,10060.0595703125,1838900,10060.0595703125
10104.7099609375,9968.099609375,10059.900390625,9985.8095703125,1763300,9985.8095703125
10159.8798828125,9936.6201171875,9982.1796875,10150.650390625,2077600,10150.650390625
10150.5703125,10007.6796875,10145.580078125,10009.73046875,1504800,10009.73046875
10073.3798828125,9941.83984375,10006.419921875,10014.7197265625,2554200,10014.7197265625
10279.080078125,10016.009765625,10016.009765625,10269.4697265625,2057100,10269.4697265625
10320.3701171875,10253.9599609375,10270.080078125,10320.099609375,1499300,10320.099609375
10451.150390625,10321.83984375,10321.919921875,10447.9296875,1686000,10447.9296875
10446.7998046875,10332.400390625,10446.7998046875,10340.6904296875,1490400,10340.6904296875
10426.7001953125,10335.6904296875,10338.490234375,10387.009765625,1667600,10387.009765625
10476.6201171875,10386.6298828125,10388.1396484375,10415.240234375,1635900,10415.240234375
10471.2802734375,10403.169921875,10415.009765625,10462.76953125,1403200,10462.76953125
10567.58984375,10458.599609375,10458.599609375,10544.1298828125,1907200,10544.1298828125
10588.3203125,10499.7001953125,10544.73046875,10526.490234375,1924100,10526.490234375
10587.7998046875,10480.7802734375,10526.419921875,10572.73046875,1674200,10572.73046875
10603.6904296875,10522.48046875,10571.75,10594.830078125,1703000,10594.830078125
10650.16015625,10567.3603515625,10595.5498046875,10607.849609375,3672300,10607.849609375
10774.1298828125,10608.080078125,10608.080078125,10753.6201171875,1571200,10753.6201171875
10833.3896484375,10717.740234375,10753.3896484375,10761.0302734375,1867400,10761.0302734375
10805.3798828125,10708.400390625,10761.1103515625,10739.3095703125,1685900,10739.3095703125
10761.9404296875,10640.919921875,10738.48046875,10662.419921875,1568300,10662.419921875
10865.7802734375,10664.3095703125,10664.3896484375,10860.259765625,1792700,10860.259765625
10873.2001953125,10809.6201171875,10860.0302734375,10812.0400390625,1439100,10812.0400390625
10886.2099609375,10728.6396484375,10809.169921875,10858.1396484375,1671100,10858.1396484375
10869.259765625,10798.8798828125,10857.98046875,10835.2802734375,1588300,10835.2802734375
10948.8798828125,10745.4404296875,10836.0400390625,10788.0498046875,2145400,10788.0498046875
10866.5400390625,10780.6396484375,10789.7197265625,10829.6796875,1618900,10829.6796875
10853.7099609375,10711.1201171875,10828.849609375,10751.26953125,1603700,10751.26953125
10965.6103515625,10752.6298828125,10752.7802734375,10944.7197265625,2162400,10944.7197265625
10974.16015625,10918.5703125,10936.7900390625,10967.650390625,1634400,10967.650390625
10998.5302734375,10892.759765625,10968.41015625,10948.580078125,1419200,10948.580078125
11032.169921875,10929.2802734375,10948.5,11006.48046875,1522800,11006.48046875
11030.5,10977.900390625,11006.9296875,11010.33984375,1148300,11010.33984375
11053.2099609375,10913.83984375,11010.7900390625,11020.400390625,1551500,11020.400390625
11155.23046875,11022.0703125,11022.8203125,11096.080078125,2249200,11096.080078125
11112.2001953125,11023.5400390625,11096.990234375,11094.5703125,1961700,11094.5703125
11141.1904296875,11010.6796875,11096.009765625,11062.7802734375,3192100,11062.7802734375
11159.0498046875,11054.759765625,11062.6298828125,11143.6904296875,1902900,11143.6904296875
11139.599609375,10917.6201171875,11139.599609375,10978.6201171875,2476400,10978.6201171875
11152.8798828125,10970.8896484375,10974.51953125,11107.9697265625,2201400,11107.9697265625
11213.5400390625,11066.1904296875,11105.240234375,11146.5703125,1780600,11146.5703125
11159.0498046875,11109.25,11146.41015625,11132.5595703125,1045700,11132.5595703125
11247.599609375,11132.33984375,11133.400390625,11164.0498046875,1681100,11164.0498046875
11184.8203125,11087.0,11163.1396484375,11169.4599609375,1590400,11169.4599609375
11168.400390625,11020.8203125,11168.400390625,11126.2802734375,1670800,11126.2802734375
11179.33984375,11052.599609375,11127.33984375,11113.9501953125,1562500,11113.9501953125
11131.009765625,11075.7998046875,11120.4501953125,11118.490234375,1896500,11118.490234375
11244.26953125,11062.330078125,11120.2998046875,11124.6201171875,1501300,11124.6201171875
11219.51953125,11125.2197265625,11125.2197265625,11188.7197265625,1503900,11188.7197265625
11226.6396484375,11097.3701171875,11184.8798828125,11215.1298828125,1775800,11215.1298828125
11440.3701171875,11216.650390625,11216.650390625,11434.83984375,2346800,11434.83984375
11451.5302734375,11393.51953125,11435.2197265625,11444.080078125,2116700,11444.080078125
11439.6103515625,11362.5302734375,11439.5400390625,11406.83984375,1439900,11406.83984375
11421.1396484375,11303.1904296875,11403.58984375,11346.75,1619100,11346.75
11366.16015625,11255.01953125,11342.8095703125,11357.0400390625,1641700,11357.0400390625
11326.76953125,11231.2197265625,11326.6904296875,11283.099609375,2966600,11283.099609375
11283.7001953125,11143.83984375,11281.2802734375,11192.580078125,2176500,11192.580078125
11280.900390625,11189.099609375,11194.01953125,11201.9697265625,1556600,11201.9697265625
11194.7001953125,10978.9296875,11194.7001953125,11023.5,2545700,11023.5
11042.16015625,10990.8095703125,11017.830078125,11007.8798828125,1602500,11007.8798828125
11199.6904296875,11010.33984375,11010.490234375,11181.23046875,1717700,11181.23046875
11206.169921875,11119.240234375,11180.76953125,11203.5498046875,2194000,11203.5498046875
11206.0498046875,11054.5302734375,11201.66015625,11178.580078125,1528500,11178.580078125
11180.169921875,10992.169921875,11177.599609375,11036.3701171875,1928200,11036.3701171875
11195.990234375,11037.349609375,11037.349609375,11187.2802734375,1382800,11187.2802734375
11183.5,11067.169921875,11183.5,11091.8701171875,684000,11091.8701171875
11083.8203125,10929.2802734375,11083.75,11052.490234375,1515300,11052.490234375
11062.6298828125,10942.98046875,11049.7197265625,11006.01953125,2337700,11006.01953125
11276.099609375,11007.23046875,11007.23046875,11255.7802734375,2025200,11255.7802734375
11373.7998046875,11255.849609375,11255.9296875,11362.41015625,2120900,11362.41015625
11388.8701171875,11318.8203125,11361.8798828125,11382.08984375,1494400,11382.08984375
11392.080078125,11350.26953125,11381.330078125,11362.1904296875,1222400,11362.1904296875
11450.8896484375,11354.08984375,11363.849609375,11359.16015625,1757200,11359.16015625
11389.08984375,11327.490234375,11354.4501953125,11372.48046875,1525100,11372.48046875
11413.349609375,11331.5,11370.4404296875,11370.0595703125,1679700,11370.0595703125
11413.6904296875,11357.7197265625,11370.0595703125,11410.3203125,1518200,11410.3203125
11480.0302734375,11405.330078125,11406.16015625,11428.5595703125,1511900,11428.5595703125
11514.080078125,11428.9404296875,11429.240234375,11476.5400390625,1498600,11476.5400390625
11519.0400390625,11445.669921875,11475.6396484375,11457.4697265625,1896700,11457.4697265625
11514.83984375,11421.2998046875,11457.9296875,11499.25,1630400,11499.25
11503.1796875,11451.0,11499.01953125,11491.91015625,3583000,11491.91015625
11517.0703125,11442.6796875,11491.2998046875,11478.1298828125,1253600,11478.1298828125
11549.1201171875,11478.2900390625,11478.3603515625,11533.16015625,1194200,11533.16015625
11566.990234375,11528.080078125,11532.169921875,11559.490234375,1220400,11559.490234375
11580.83984375,11542.6201171875,11559.1103515625,11573.490234375,1008400,11573.490234375
11573.1904296875,11518.4404296875,11572.8095703125,11555.0302734375,768200,11555.0302734375
11591.1298828125,11541.1396484375,11554.7998046875,11575.5400390625,1141000,11575.5400390625
11625.0,11572.66015625,11572.740234375,11585.3798828125,778000,11585.3798828125
11594.3798828125,11551.9296875,11585.3798828125,11569.7099609375,768200,11569.7099609375
11597.41015625,11530.3203125,11569.330078125,11577.509765625,933300,11577.509765625
11711.4697265625,11577.349609375,11577.4296875,11670.75,2034200,11670.75
11698.2197265625,11635.740234375,11670.900390625,11691.1796875,1786300,11691.1796875
11742.6796875,11652.8896484375,11688.6103515625,11722.8896484375,1699900,11722.8896484375
11736.740234375,11667.4599609375,11716.9296875,11697.3095703125,1930800,11697.3095703125
11726.9404296875,11599.6796875,11696.8603515625,11674.759765625,1887200,11674.759765625
11677.330078125,11573.8701171875,11672.33984375,11637.4501953125,1503400,11637.4501953125
11704.1201171875,11635.48046875,11638.509765625,11671.8798828125,1574400,11671.8798828125
11782.23046875,11673.6201171875,11673.6201171875,11755.4404296875,1449600,11755.4404296875
11757.25,11700.5302734375,11753.7001953125,11731.900390625,1616600,11731.900390625
11794.150390625,11698.830078125,11732.1298828125,11787.3798828125,2007700,11787.3798828125
11858.7802734375,11777.990234375,11783.8203125,11837.9296875,2033900,11837.9296875
11861.240234375,11798.4599609375,11834.2099609375,11825.2900390625,1662500,11825.2900390625
11845.16015625,11744.76953125,11823.7001953125,11822.7998046875,1808000,11822.7998046875
11905.48046875,11822.7998046875,11822.9501953125,11871.83984375,2494800,11871.83984375
11982.9404296875,11867.98046875,11873.4296875,11980.51953125,1840000,11980.51953125
11985.9697265625,11898.740234375,11980.51953125,11977.1904296875,1919500,11977.1904296875
12020.51953125,11961.830078125,11978.849609375,11985.4404296875,1683200,11985.4404296875
12019.5302734375,11971.9296875,11985.3603515625,11989.830078125,1677700,11989.830078125
12012.419921875,11803.0400390625,11990.3603515625,11823.7001953125,2141700,11823.7001953125
11891.9296875,11817.8798828125,11824.3896484375,11891.9296875,2065800,11891.9296875
12050.75,11892.5,11892.5,12040.16015625,1808900,12040.16015625
12057.91015625,12018.509765625,12038.26953125,12041.9697265625,1434400,12041.9697265625
12080.5400390625,11981.0498046875,12040.6796875,12062.259765625,1437100,12062.259765625
12092.419921875,12025.7802734375,12061.73046875,12092.150390625,1217800,12092.150390625
12188.759765625,12092.2998046875,12092.3798828125,12161.6298828125,1329600,12161.6298828125
12238.7900390625,12150.0498046875,12152.7001953125,12233.150390625,1266500,12233.150390625
12254.23046875,12188.1904296875,12229.2900390625,12239.8896484375,1629100,12239.8896484375
12239.66015625,12156.9404296875,12239.66015625,12229.2900390625,2744400,12229.2900390625
12285.9404296875,12180.48046875,12227.7802734375,12273.259765625,1842900,12273.259765625
12276.2099609375,12235.91015625,12266.830078125,12268.1904296875,1463500,12268.1904296875
12267.66015625,12193.26953125,12266.75,12226.6396484375,1425800,12226.6396484375
12303.16015625,12219.7900390625,12219.7900390625,12288.169921875,1462700,12288.169921875
12331.3095703125,12253.240234375,12287.7197265625,12318.1396484375,1308600,12318.1396484375
12391.2900390625,12303.23046875,12318.669921875,12391.25,2300400,12391.25
12389.8203125,12176.3095703125,12389.740234375,12212.7900390625,2018600,12212.7900390625
12221.1201171875,12063.4296875,12211.8095703125,12105.7802734375,2134900,12105.7802734375
12129.6201171875,11983.169921875,12104.5595703125,12068.5,1908600,12068.5
12151.0302734375,12060.9296875,12060.9296875,12130.4501953125,1475400,12130.4501953125
12235.0400390625,12130.150390625,12130.4501953125,12226.33984375,1995600,12226.33984375
12261.3798828125,12054.990234375,12226.490234375,12058.01953125,1832400,12058.01953125
12115.1201171875,12018.6298828125,12057.33984375,12066.7998046875,1472700,12066.7998046875
12283.099609375,12068.009765625,12068.009765625,12258.2001953125,1578400,12258.2001953125
12271.3701171875,12079.509765625,12258.8798828125,12169.8798828125,1667000,12169.8798828125
12243.4404296875,12041.599609375,12171.08984375,12090.0302734375,1762000,12090.0302734375
12251.2001953125,12072.2099609375,12085.8701171875,12214.3798828125,1586100,12214.3798828125
12257.8203125,12156.599609375,12211.16015625,12213.08984375,1283600,12213.08984375
12211.4296875,11974.3896484375,12211.4296875,11984.6103515625,1806600,11984.6103515625
12087.009765625,11936.3203125,11976.9599609375,12044.400390625,1436700,12044.400390625
12042.1298828125,11897.3095703125,12042.1298828125,11993.16015625,1630000,11993.16015625
11988.6904296875,11696.25,11988.6904296875,11855.419921875,2219300,11855.419921875
11856.7001953125,11555.48046875,11854.2001953125,11613.2998046875,2540700,11613.2998046875
11800.5400390625,11614.8203125,11614.8896484375,11774.58984375,1822600,11774.58984375
11927.08984375,11777.23046875,11777.23046875,11858.51953125,3550500,11858.51953125
12078.2998046875,11860.1103515625,11860.1103515625,12036.5302734375,1433900,12036.5302734375
12050.98046875,12002.849609375,12036.3701171875,12018.6298828125,1156600,12018.6298828125
12116.1396484375,11972.6103515625,12018.400390625,12086.01953125,1339400,12086.01953125
12191.1796875,12087.5400390625,12087.5400390625,12170.5595703125,1316100,12170.5595703125
12259.7900390625,12170.7099609375,12170.7099609375,12220.58984375,1297900,12220.58984375
12272.919921875,12197.8798828125,12221.1904296875,12197.8798828125,1230700,12197.8798828125
12285.41015625,12173.509765625,12194.48046875,12279.009765625,1290300,12279.009765625
12383.4599609375,12280.0703125,12280.0703125,12350.6103515625,1403400,12350.6103515625
12381.6796875,12319.009765625,12350.759765625,12319.73046875,1861400,12319.73046875
12419.7099609375,12321.01953125,12321.01953125,12376.7197265625,1476000,12376.7197265625
12407.41015625,12369.150390625,12374.599609375,12400.0302734375,1146600,12400.0302734375
12438.1396484375,12353.33984375,12402.080078125,12393.900390625,1423400,12393.900390625
12450.9296875,12386.66015625,12386.66015625,12426.75,1823500,12426.75
12440.5595703125,12328.3603515625,12426.4501953125,12409.490234375,1585900,12409.490234375
12450.3603515625,12320.7197265625,12409.8701171875,12380.0498046875,1228200,12380.0498046875
12444.0,12352.8798828125,12380.4296875,12381.1103515625,1099500,12381.1103515625
12381.1904296875,12233.0,12381.1904296875,12263.580078125,1372600,12263.580078125
12335.099609375,12224.4501953125,12263.650390625,12270.990234375,1189500,12270.990234375
12305.580078125,12163.8603515625,12270.240234375,12285.150390625,1406700,12285.150390625
12369.26953125,12272.580078125,12285.4501953125,12341.830078125,2347100,12341.830078125
12339.7900390625,12093.8896484375,12339.7099609375,12201.58984375,1902200,12201.58984375
12275.33984375,12200.2998046875,12201.4404296875,12266.75,1498700,12266.75
12475.5302734375,12263.580078125,12266.75,12453.5400390625,2039000,12453.5400390625
12506.0595703125,12447.5595703125,12453.6201171875,12505.990234375,1666300,12505.990234375
12506.2197265625,12446.0498046875,12505.990234375,12479.8798828125,1286600,12479.8798828125
12613.16015625,12478.1396484375,12480.8603515625,12595.3701171875,1839800,12595.3701171875
12708.3701171875,12588.330078125,12592.23046875,12690.9599609375,1605500,12690.9599609375
12776.1396484375,12674.5400390625,12689.900390625,12763.3095703125,1487600,12763.3095703125
12832.830078125,12751.1298828125,12763.4599609375,12810.5400390625,3786200,12810.5400390625
12876.0,12784.6201171875,12810.16015625,12807.3603515625,1509600,12807.3603515625
12840.66015625,12749.990234375,12806.3798828125,12807.509765625,1915100,12807.509765625
12806.6796875,12673.01953125,12806.2900390625,12723.580078125,1937200,12723.580078125
12724.5595703125,12521.2802734375,12723.650390625,12584.169921875,1769500,12584.169921875
12759.23046875,12579.9296875,12580.759765625,12638.740234375,1683200,12638.740234375
